1,0.047206,0.639932,0.031144,0.667391,0.000453,0.000316,0.816166,0.393431,0.964152,0.999738,0.796846,0.922086,0.864554,0.999093,0.000316,0.999816,0.083943,0.807802,0.001616,0.000316,0.000316,0.999836,0.995593,0.169594,0.998522,1,0.52800712,,,1,0.439416087
1,0.000842,0.062632,0.011253,0.000316,0.004906,0.000316,0.000316,0.00372,0.006125,0.000316,0.000316,0.003504,0.021306,0.000316,0.000316,0.000534,0.045556,0.000316,0.00349,0.000316,0.000316,0.002453,0.000316,0.181262,0.000577,1,0.01406544,,,1,0.232117942
1,0.001075,0.003205,0.009985,0.000316,0.000316,0.000316,0.000316,0.001333,0.002486,0.000316,0.000316,0.003519,0.022599,0.000894,0.000316,0.000316,0.032634,0.000316,0.002043,0.000316,0.000316,0.000316,0.000316,0.164817,0.000564,1,0.00997048,,,1,0.234302251
1,0.001075,0.003237,0.013418,0.000316,0.000316,0.000316,0.000316,0.00134,0.002489,0.000316,0.000316,0.00352,0.022753,0.000896,0.000316,0.000316,0.028972,0.000316,0.002043,0.000316,0.000316,0.000316,0.000316,0.173652,0.00058,1,0.01032332,,,1,0.234391844
1,0.987952,0.992405,0.983336,0.999951,0.98828,0.000316,0.001701,0.998575,0.997122,0.000316,0.000316,0.971173,0.966898,0.104822,0.000316,0.002772,0.074672,0.999541,0.994768,0.000316,0.000316,0.372531,0.001769,0.138174,0.019826,1,0.46392656,,,1,0.4218972
1,0.001041,0.001303,0.003776,0.000934,0.000316,0.000316,0.000374,0.010642,0.000316,0.976727,0.00811,0.002995,0.018382,0.000433,0.000316,0.005207,0.052862,0.000316,0.00204,0.000316,0.000316,0.001483,0.016711,0.14519,0.962784,1,0.08852824,,,1,0.261278476
1,0.98796,0.995039,0.983611,0.999951,0.989273,0.031662,0.999853,0.998607,0.997122,1,1,0.99648,0.966898,0.999099,0.000316,0.999846,0.111884,0.9998,0.995549,0.000316,0.000316,0.999836,0.999706,0.130321,0.998522,1,0.76727868,,,1,0.57011044
1,0.001059,0.004068,0.02578,0.000316,0.00284,0.006348,0.000964,0.032488,0.002582,0.000316,0.000316,0.003381,0.020925,0.000328,0.000316,0.001333,0.044688,0.000316,0.002002,0.000316,0.000316,0.001077,0.000316,0.150823,0.000316,1,0.0121412,,,1,0.232720935
1,0.983825,0.995117,0.983611,0.999951,0.989273,0.000316,0.999855,0.998607,0.997122,1,0.999994,0.996475,0.966898,0.999093,0.000316,0.999846,0.121756,0.999829,0.995549,0.000316,0.000316,0.999836,0.999706,0.116471,0.997654,1,0.76566928,,,1,0.568834487
1,0.987952,0.995117,0.983789,0.999952,0.989273,0.000316,0.999853,0.998607,0.997122,1,1,0.99648,0.966898,0.999093,0.000316,0.999846,0.100748,0.999796,0.995549,0.000316,0.000316,0.999836,0.999706,0.167683,0.998366,1,0.7670772,,,1,0.568661411
1,0.001075,0.003238,0.013365,0.000316,0.000316,0.000316,0.000316,0.00134,0.002489,0.000316,0.000316,0.00352,0.022754,0.000896,0.000316,0.000316,0.021563,0.000316,0.002043,0.000316,0.000316,0.000316,0.000316,0.181491,0.000579,1,0.01033844,,,1,0.234385047
