0,0
1,0.047206
1,0.0008420000000000001
1,0.001075
1,0.001075
1,0.9879519999999999
1,0.001041
1,0.98796
1,0.0010589999999999998
1,0.9838250000000001
1,0.9879519999999999
1,0.001075
1,0.9879519999999999
1,0.001072
1,0.9879519999999999
1,0.001072
1,0.9879519999999999
1,0.048237
1,0.00031600000000000004
1,0.00031600000000000004
1,0.00031600000000000004
1,0.988983
1,0.00031600000000000004
1,0.9889910000000001
1,0.00031600000000000004
1,0.984856
1,0.988983
1,0.00031600000000000004
1,0.988983
1,0.00031600000000000004
1,0.988983
1,0.00031600000000000004
1,0.988983
1,0.9407460000000001
1,0.9887940000000001
1,0.989027
1,0.989027
1,0.00031600000000000004
1,0.988993
1,0.00031600000000000004
1,0.989011
1,0.0041270000000000005
1,0.00031600000000000004
1,0.989027
1,0.00031600000000000004
1,0.989024
1,0.00031600000000000004
1,0.989024
1,0.00031600000000000004
1,0.048281
1,0.00031600000000000004
1,0.00031600000000000004
1,0.00031600000000000004
1,0.989027
1,0.00031600000000000004
1,0.989035
1,0.00031600000000000004
1,0.9849
1,0.989027
1,0.00031600000000000004
1,0.989027
1,0.00031600000000000004
1,0.989027
1,0.00031600000000000004
1,0.989027
1,0.027483
1,0.020565000000000003
1,0.020797
1,0.020797
1,0.9682299999999999
1,0.020763
1,0.9682379999999999
1,0.020781
1,0.9641019999999999
1,0.9682299999999999
1,0.020797
1,0.9682299999999999
1,0.020794
1,0.9682299999999999
1,0.020795
1,0.9682299999999999
1,0.10016200000000001
1,0.14821000000000004
1,0.14844300000000005
1,0.14844300000000005
1,0.840584
1,0.14840800000000004
1,0.840592
1,0.14842600000000003
1,0.836457
1,0.840584
1,0.14844300000000005
1,0.840584
1,0.14844000000000004
1,0.840584
1,0.14844000000000004
1,0.840584
1,0.047392000000000004
1,0.0006560000000000001
1,0.000889
1,0.000889
1,0.988138
1,0.0008550000000000001
1,0.988146
1,0.000873
1,0.984011
1,0.988138
1,0.000889
1,0.988138
1,0.0008860000000000001
